"date","Country.Territory","Admin1","ISOCODE","Confirmed.cases","Confirmed.deaths","Suspected.cases","Suspected.deaths","Probable.cases","Probable.deaths","Hospitalized.deaths","Hospitalized.cases"
2023-06-21,"Dominican Republic","San Jose de Ocoa","DO-31",0,0,0,0,0,0,NA,NA
2023-06-21,"Dominican Republic","San Juan","DO-22",0,0,0,0,0,0,NA,NA
2023-06-21,"Dominican Republic","San Pedro de Macoris","DO-23",0,0,0,0,0,0,NA,NA
2023-06-21,"Dominican Republic","Sanchez Ramirez","DO-24",0,0,0,0,0,0,NA,NA
2023-06-21,"Dominican Republic","Santiago","DO-25",0,0,0,0,0,0,NA,NA
2023-06-21,"Dominican Republic","Santiago Rodriguez","DO-26",0,0,0,0,0,0,NA,NA
2023-06-21,"Dominican Republic","Santo Domingo","DO-32",74,0,0,0,0,0,NA,NA
2023-06-21,"Dominican Republic","Valverde","DO-27",0,0,0,0,0,0,NA,NA
2023-06-20,"Haiti","TOTAL","HTI",3076,750,48902,0,NA,NA,509,45045
2023-06-20,"Haiti","Ouest","HT-OU",1558,210,21916,0,0,0,NA,NA
2023-06-20,"Haiti","Artibonite","HT-AR",135,0,6460,0,0,0,NA,NA
2023-06-20,"Haiti","Centre","HT-CE",455,0,8794,0,0,0,NA,NA
2023-06-20,"Haiti","Nord","HT-ND",196,0,4124,0,0,0,NA,NA
2023-06-20,"Haiti","Sud","HT-SD",98,0,910,0,0,0,NA,NA
2023-06-20,"Haiti","Nord-Est","HT-NE",135,0,714,0,0,0,NA,NA
2023-06-20,"Haiti","Nord-Ouest","HT-NO",92,0,2782,0,0,0,NA,NA
2023-06-20,"Haiti","Grand Anse","HT-GA",212,0,814,0,0,0,NA,NA
2023-06-20,"Haiti","Sud-Est","HT-SE",135,0,891,0,0,0,NA,NA
2023-06-20,"Haiti","Nippes","HT-NI",60,0,1497,0,0,0,NA,NA
2023-06-20,"Haiti","Undetermined",NA,0,540,0,0,0,0,NA,NA
2023-06-20,"Haiti","Prison",NA,14,14,368,0,0,0,NA,NA
2023-06-20,"Dominican Republic","TOTAL","DOM",99,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Azua","DO-02",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Baoruco","DO-03",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Barahona","DO-04",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Dajabon","DO-05",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Distrito Nacional*","DO-01",2,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Duarte","DO-06",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","El Seibo","DO-08",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Elias Pina","DO-07",2,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Espaillat","DO-09",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Hato Mayor","DO-30",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Hermanas Mirabal","DO-19",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Independencia","DO-10",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","La Altagracia*","DO-11",1,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","La Romana","DO-12",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","La Vega","DO-13",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Maria Trinidad Sanchez","DO-14",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Monsenor Nouel","DO-28",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Monte Cristi","DO-15",1,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Monte Plata","DO-29",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Pedernales","DO-16",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Peravia","DO-17",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Puerto Plata","DO-18",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Samana","DO-20",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","San Cristobal","DO-21",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","San Jose de Ocoa","DO-31",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","San Juan","DO-22",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","San Pedro de Macoris","DO-23",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Sanchez Ramirez","DO-24",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Santiago","DO-25",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Santiago Rodriguez","DO-26",0,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Santo Domingo","DO-32",74,0,0,0,0,0,NA,NA
2023-06-20,"Dominican Republic","Valverde","DO-27",0,0,0,0,0,0,NA,NA
2023-06-19,"Haiti","TOTAL","HTI",3076,745,46950,0,NA,NA,506,43206
2023-06-19,"Haiti","Ouest","HT-OU",1558,210,21060,0,0,0,NA,NA
2023-06-19,"Haiti","Artibonite","HT-AR",135,0,6265,0,0,0,NA,NA
2023-06-19,"Haiti","Centre","HT-CE",455,0,8537,0,0,0,NA,NA
2023-06-19,"Haiti","Nord","HT-ND",196,0,3846,0,0,0,NA,NA
2023-06-19,"Haiti","Sud","HT-SD",98,0,899,0,0,0,NA,NA
2023-06-19,"Haiti","Nord-Est","HT-NE",135,0,558,0,0,0,NA,NA
2023-06-19,"Haiti","Nord-Ouest","HT-NO",92,0,2768,0,0,0,NA,NA
2023-06-19,"Haiti","Grand Anse","HT-GA",212,0,802,0,0,0,NA,NA
2023-06-19,"Haiti","Sud-Est","HT-SE",135,0,747,0,0,0,NA,NA
2023-06-19,"Haiti","Nippes","HT-NI",60,0,1468,0,0,0,NA,NA
2023-06-19,"Haiti","Undetermined",NA,0,535,0,0,0,0,NA,NA
2023-06-19,"Haiti","Prison",NA,14,14,368,0,0,0,NA,NA
2023-06-19,"Dominican Republic","TOTAL","DOM",99,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Azua","DO-02",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Baoruco","DO-03",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Barahona","DO-04",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Dajabon","DO-05",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Distrito Nacional*","DO-01",2,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Duarte","DO-06",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","El Seibo","DO-08",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Elias Pina","DO-07",2,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Espaillat","DO-09",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Hato Mayor","DO-30",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Hermanas Mirabal","DO-19",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Independencia","DO-10",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","La Altagracia*","DO-11",1,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","La Romana","DO-12",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","La Vega","DO-13",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Maria Trinidad Sanchez","DO-14",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Monsenor Nouel","DO-28",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Monte Cristi","DO-15",1,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Monte Plata","DO-29",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Pedernales","DO-16",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Peravia","DO-17",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Puerto Plata","DO-18",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Samana","DO-20",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","San Cristobal","DO-21",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","San Jose de Ocoa","DO-31",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","San Juan","DO-22",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","San Pedro de Macoris","DO-23",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Sanchez Ramirez","DO-24",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Santiago","DO-25",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Santiago Rodriguez","DO-26",0,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Santo Domingo","DO-32",74,0,0,0,0,0,NA,NA
2023-06-19,"Dominican Republic","Valverde","DO-27",0,0,0,0,0,0,NA,NA
2023-06-18,"Haiti","TOTAL","HTI",3076,745,46950,0,NA,NA,506,43206
2023-06-18,"Haiti","Ouest","HT-OU",1558,210,21060,0,0,0,NA,NA
2023-06-18,"Haiti","Artibonite","HT-AR",135,0,6265,0,0,0,NA,NA
2023-06-18,"Haiti","Centre","HT-CE",455,0,8537,0,0,0,NA,NA
2023-06-18,"Haiti","Nord","HT-ND",196,0,3846,0,0,0,NA,NA
2023-06-18,"Haiti","Sud","HT-SD",98,0,899,0,0,0,NA,NA
2023-06-18,"Haiti","Nord-Est","HT-NE",135,0,558,0,0,0,NA,NA
2023-06-18,"Haiti","Nord-Ouest","HT-NO",92,0,2768,0,0,0,NA,NA
2023-06-18,"Haiti","Grand Anse","HT-GA",212,0,802,0,0,0,NA,NA
2023-06-18,"Haiti","Sud-Est","HT-SE",135,0,747,0,0,0,NA,NA
2023-06-18,"Haiti","Nippes","HT-NI",60,0,1468,0,0,0,NA,NA
2023-06-18,"Haiti","Undetermined",NA,0,535,0,0,0,0,NA,NA
2023-06-18,"Haiti","Prison",NA,14,14,368,0,0,0,NA,NA
2023-06-18,"Dominican Republic","TOTAL","DOM",99,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Azua","DO-02",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Baoruco","DO-03",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Barahona","DO-04",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Dajabon","DO-05",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Distrito Nacional*","DO-01",2,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Duarte","DO-06",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","El Seibo","DO-08",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Elias Pina","DO-07",2,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Espaillat","DO-09",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Hato Mayor","DO-30",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Hermanas Mirabal","DO-19",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Independencia","DO-10",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","La Altagracia*","DO-11",1,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","La Romana","DO-12",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","La Vega","DO-13",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Maria Trinidad Sanchez","DO-14",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Monsenor Nouel","DO-28",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Monte Cristi","DO-15",1,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Monte Plata","DO-29",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Pedernales","DO-16",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Peravia","DO-17",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Puerto Plata","DO-18",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Samana","DO-20",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","San Cristobal","DO-21",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","San Jose de Ocoa","DO-31",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","San Juan","DO-22",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","San Pedro de Macoris","DO-23",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Sanchez Ramirez","DO-24",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Santiago","DO-25",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Santiago Rodriguez","DO-26",0,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Santo Domingo","DO-32",74,0,0,0,0,0,NA,NA
2023-06-18,"Dominican Republic","Valverde","DO-27",0,0,0,0,0,0,NA,NA
2023-06-17,"Haiti","TOTAL","HTI",3076,745,46950,0,NA,NA,506,43206
2023-06-17,"Haiti","Ouest","HT-OU",1558,210,21060,0,0,0,NA,NA
2023-06-17,"Haiti","Artibonite","HT-AR",135,0,6265,0,0,0,NA,NA
2023-06-17,"Haiti","Centre","HT-CE",455,0,8537,0,0,0,NA,NA
2023-06-17,"Haiti","Nord","HT-ND",196,0,3846,0,0,0,NA,NA
2023-06-17,"Haiti","Sud","HT-SD",98,0,899,0,0,0,NA,NA
2023-06-17,"Haiti","Nord-Est","HT-NE",135,0,558,0,0,0,NA,NA
2023-06-17,"Haiti","Nord-Ouest","HT-NO",92,0,2768,0,0,0,NA,NA
2023-06-17,"Haiti","Grand Anse","HT-GA",212,0,802,0,0,0,NA,NA
2023-06-17,"Haiti","Sud-Est","HT-SE",135,0,747,0,0,0,NA,NA
2023-06-17,"Haiti","Nippes","HT-NI",60,0,1468,0,0,0,NA,NA
2023-06-17,"Haiti","Undetermined",NA,0,535,0,0,0,0,NA,NA
2023-06-17,"Haiti","Prison",NA,14,14,368,0,0,0,NA,NA
2023-06-17,"Dominican Republic","TOTAL","DOM",99,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Azua","DO-02",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Baoruco","DO-03",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Barahona","DO-04",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Dajabon","DO-05",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Distrito Nacional*","DO-01",2,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Duarte","DO-06",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","El Seibo","DO-08",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Elias Pina","DO-07",2,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Espaillat","DO-09",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Hato Mayor","DO-30",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Hermanas Mirabal","DO-19",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Independencia","DO-10",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","La Altagracia*","DO-11",1,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","La Romana","DO-12",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","La Vega","DO-13",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Maria Trinidad Sanchez","DO-14",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Monsenor Nouel","DO-28",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Monte Cristi","DO-15",1,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Monte Plata","DO-29",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Pedernales","DO-16",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Peravia","DO-17",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Puerto Plata","DO-18",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Samana","DO-20",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","San Cristobal","DO-21",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","San Jose de Ocoa","DO-31",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","San Juan","DO-22",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","San Pedro de Macoris","DO-23",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Sanchez Ramirez","DO-24",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Santiago","DO-25",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Santiago Rodriguez","DO-26",0,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Santo Domingo","DO-32",74,0,0,0,0,0,NA,NA
2023-06-17,"Dominican Republic","Valverde","DO-27",0,0,0,0,0,0,NA,NA
2023-06-16,"Haiti","TOTAL","HTI",3076,745,46950,0,NA,NA,506,43206
2023-06-16,"Haiti","Ouest","HT-OU",1558,210,21060,0,0,0,NA,NA
2023-06-16,"Haiti","Artibonite","HT-AR",135,0,6265,0,0,0,NA,NA
2023-06-16,"Haiti","Centre","HT-CE",455,0,8537,0,0,0,NA,NA
2023-06-16,"Haiti","Nord","HT-ND",196,0,3846,0,0,0,NA,NA
2023-06-16,"Haiti","Sud","HT-SD",98,0,899,0,0,0,NA,NA
2023-06-16,"Haiti","Nord-Est","HT-NE",135,0,558,0,0,0,NA,NA
2023-06-16,"Haiti","Nord-Ouest","HT-NO",92,0,2768,0,0,0,NA,NA
2023-06-16,"Haiti","Grand Anse","HT-GA",212,0,802,0,0,0,NA,NA
2023-06-16,"Haiti","Sud-Est","HT-SE",135,0,747,0,0,0,NA,NA
2023-06-16,"Haiti","Nippes","HT-NI",60,0,1468,0,0,0,NA,NA
2023-06-16,"Haiti","Undetermined",NA,0,535,0,0,0,0,NA,NA
2023-06-16,"Haiti","Prison",NA,14,14,368,0,0,0,NA,NA
2023-06-16,"Dominican Republic","TOTAL","DOM",99,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Azua","DO-02",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Baoruco","DO-03",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Barahona","DO-04",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Dajabon","DO-05",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Distrito Nacional*","DO-01",2,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Duarte","DO-06",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","El Seibo","DO-08",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Elias Pina","DO-07",2,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Espaillat","DO-09",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Hato Mayor","DO-30",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Hermanas Mirabal","DO-19",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Independencia","DO-10",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","La Altagracia*","DO-11",1,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","La Romana","DO-12",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","La Vega","DO-13",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Maria Trinidad Sanchez","DO-14",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Monsenor Nouel","DO-28",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Monte Cristi","DO-15",1,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Monte Plata","DO-29",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Pedernales","DO-16",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Peravia","DO-17",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Puerto Plata","DO-18",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Samana","DO-20",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","San Cristobal","DO-21",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","San Jose de Ocoa","DO-31",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","San Juan","DO-22",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","San Pedro de Macoris","DO-23",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Sanchez Ramirez","DO-24",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Santiago","DO-25",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Santiago Rodriguez","DO-26",0,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Santo Domingo","DO-32",74,0,0,0,0,0,NA,NA
2023-06-16,"Dominican Republic","Valverde","DO-27",0,0,0,0,0,0,NA,NA
2023-06-15,"Haiti","TOTAL","HTI",3076,745,46950,0,NA,NA,506,43206
2023-06-15,"Haiti","Ouest","HT-OU",1558,210,21060,0,0,0,NA,NA
2023-06-15,"Haiti","Artibonite","HT-AR",135,0,6265,0,0,0,NA,NA
2023-06-15,"Haiti","Centre","HT-CE",455,0,8537,0,0,0,NA,NA
2023-06-15,"Haiti","Nord","HT-ND",196,0,3846,0,0,0,NA,NA
2023-06-15,"Haiti","Sud","HT-SD",98,0,899,0,0,0,NA,NA
2023-06-15,"Haiti","Nord-Est","HT-NE",135,0,558,0,0,0,NA,NA
2023-06-15,"Haiti","Nord-Ouest","HT-NO",92,0,2768,0,0,0,NA,NA
2023-06-15,"Haiti","Grand Anse","HT-GA",212,0,802,0,0,0,NA,NA
2023-06-15,"Haiti","Sud-Est","HT-SE",135,0,747,0,0,0,NA,NA
2023-06-15,"Haiti","Nippes","HT-NI",60,0,1468,0,0,0,NA,NA
2023-06-15,"Haiti","Undetermined",NA,0,535,0,0,0,0,NA,NA
2023-06-15,"Haiti","Prison",NA,14,14,368,0,0,0,NA,NA
2023-06-15,"Dominican Republic","TOTAL","DOM",99,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Azua","DO-02",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Baoruco","DO-03",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Barahona","DO-04",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Dajabon","DO-05",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Distrito Nacional*","DO-01",2,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Duarte","DO-06",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","El Seibo","DO-08",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Elias Pina","DO-07",2,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Espaillat","DO-09",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Hato Mayor","DO-30",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Hermanas Mirabal","DO-19",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Independencia","DO-10",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","La Altagracia*","DO-11",1,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","La Romana","DO-12",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","La Vega","DO-13",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Maria Trinidad Sanchez","DO-14",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Monsenor Nouel","DO-28",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Monte Cristi","DO-15",1,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Monte Plata","DO-29",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Pedernales","DO-16",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Peravia","DO-17",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Puerto Plata","DO-18",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Samana","DO-20",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","San Cristobal","DO-21",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","San Jose de Ocoa","DO-31",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","San Juan","DO-22",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","San Pedro de Macoris","DO-23",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Sanchez Ramirez","DO-24",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Santiago","DO-25",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Santiago Rodriguez","DO-26",0,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Santo Domingo","DO-32",74,0,0,0,0,0,NA,NA
2023-06-15,"Dominican Republic","Valverde","DO-27",0,0,0,0,0,0,NA,NA
2023-06-14,"Haiti","TOTAL","HTI",3076,745,46950,0,NA,NA,506,43206
2023-06-14,"Haiti","Ouest","HT-OU",1558,210,21060,0,0,0,NA,NA
2023-06-14,"Haiti","Artibonite","HT-AR",135,0,6265,0,0,0,NA,NA
2023-06-14,"Haiti","Centre","HT-CE",455,0,8537,0,0,0,NA,NA
2023-06-14,"Haiti","Nord","HT-ND",196,0,3846,0,0,0,NA,NA
2023-06-14,"Haiti","Sud","HT-SD",98,0,899,0,0,0,NA,NA
2023-06-14,"Haiti","Nord-Est","HT-NE",135,0,558,0,0,0,NA,NA
2023-06-14,"Haiti","Nord-Ouest","HT-NO",92,0,2768,0,0,0,NA,NA
2023-06-14,"Haiti","Grand Anse","HT-GA",212,0,802,0,0,0,NA,NA
2023-06-14,"Haiti","Sud-Est","HT-SE",135,0,747,0,0,0,NA,NA
2023-06-14,"Haiti","Nippes","HT-NI",60,0,1468,0,0,0,NA,NA
2023-06-14,"Haiti","Undetermined",NA,0,535,0,0,0,0,NA,NA
2023-06-14,"Haiti","Prison",NA,14,14,368,0,0,0,NA,NA
2023-06-14,"Dominican Republic","TOTAL","DOM",99,0,0,0,0,0,NA,NA
2023-06-14,"Dominican Republic","Azua","DO-02",0,0,0,0,0,0,NA,NA
2023-06-14,"Dominican Republic","Baoruco","DO-03",0,0,0,0,0,0,NA,NA
2023-06-14,"Dominican Republic","Barahona","DO-04",0,0,0,0,0,0,NA,NA
2023-06-14,"Dominican Republic","Dajabon","DO-05",0,0,0,0,0,0,NA,NA
2023-06-14,"Dominican Republic","Distrito Nacional*","DO-01",2,0,0,0,0,0,NA,NA
2023-06-14,"Dominican Republic","Duarte","DO-06",0,0,0,0,0,0,NA,NA
2023-06-14,"Dominican Republic","El Seibo","DO-08",0,0,0,0,0,0,NA,NA
2023-06-14,"Dominican Republic","Elias Pina","DO-07",2,0,0,0,0,0,NA,NA
2023-06-14,"Dominican Republic","Espaillat","DO-09",0,0,0,0,0,0,NA,NA
